id,image_path,task_aux,transfer_count,difficulty,station_count,line_count,interchange_count
TR0333,train_images/TR0333.png,source=Kingfisher;target=Delta,1,medium,25,5,4
TR0334,train_images/TR0334.png,source=Juniper;target=Queens,3,hard,44,6,5
TR0335,train_images/TR0335.png,source=Nova;target=Vista,2,hard,55,7,5
TR0336,train_images/TR0336.png,source=Delta;target=Quartz,2,medium,26,5,4
TR0337,train_images/TR0337.png,source=Forest;target=Harbor,1,medium,20,4,2
TR0338,train_images/TR0338.png,source=Xenia;target=Falcon,1,hard,57,7,6
TR0339,train_images/TR0339.png,source=Zenith;target=Echo,2,hard,43,6,5
TR0340,train_images/TR0340.png,source=River;target=Maple,0,medium,33,6,4
TR0341,train_images/TR0341.png,source=Elm;target=Aster,0,medium,19,4,3
TR0342,train_images/TR0342.png,source=Aster;target=Beacon,0,easy,11,4,2
TR0343,train_images/TR0343.png,source=Harbor;target=Orchid,2,medium,21,4,3
TR0344,train_images/TR0344.png,source=Central;target=Lagoon,1,easy,14,4,1
TR0345,train_images/TR0345.png,source=Beacon;target=Falcon,0,medium,34,6,5
TR0346,train_images/TR0346.png,source=Yarrow;target=Aster,1,medium,33,6,5
TR0347,train_images/TR0347.png,source=Maple;target=Central,1,medium,28,5,4
TR0348,train_images/TR0348.png,source=Nova;target=Grove,2,medium,28,6,4
TR0349,train_images/TR0349.png,source=Summit;target=Elm,2,medium,27,5,4
TR0350,train_images/TR0350.png,source=Jade;target=Central,1,easy,11,4,2
TR0351,train_images/TR0351.png,source=Delta;target=Forest,0,easy,9,3,2
TR0352,train_images/TR0352.png,source=Maple;target=Central,1,easy,15,4,2
TR0353,train_images/TR0353.png,source=Elm;target=Forest,2,easy,7,3,2
TR0354,train_images/TR0354.png,source=Beacon;target=Elm,0,easy,7,2,1
TR0355,train_images/TR0355.png,source=Echo;target=Liberty,2,hard,68,9,8
TR0356,train_images/TR0356.png,source=Falcon;target=Grove,2,hard,45,6,4
TR0357,train_images/TR0357.png,source=Harbor;target=Terrace,1,medium,23,4,3
TR0358,train_images/TR0358.png,source=Aster;target=Lagoon,1,hard,48,6,4
TR0359,train_images/TR0359.png,source=Iris;target=Aster,1,medium,22,4,3
TR0360,train_images/TR0360.png,source=Maple;target=Xenia,2,hard,54,7,6
TR0361,train_images/TR0361.png,source=Aster;target=Grove,0,medium,34,6,4
TR0362,train_images/TR0362.png,source=Orchid;target=Dawn,2,hard,68,9,7
TR0363,train_images/TR0363.png,source=Aster;target=Zenith,1,medium,29,6,5
TR0364,train_images/TR0364.png,source=Juniper;target=Glade,4,hard,60,8,6
TR0365,train_images/TR0365.png,source=Jade;target=Tower,2,hard,74,9,7
TR0366,train_images/TR0366.png,source=Central;target=Elm,1,easy,5,2,1
TR0367,train_images/TR0367.png,source=Harbor;target=Iris,0,easy,9,3,1
TR0368,train_images/TR0368.png,source=Quartz;target=Nova,2,medium,26,5,3
TR0369,train_images/TR0369.png,source=Juniper;target=Maple,3,hard,57,8,7
TR0370,train_images/TR0370.png,source=Grove;target=Jade,1,easy,12,4,2
TR0371,train_images/TR0371.png,source=Elm;target=Kingfisher,1,medium,32,6,4
TR0372,train_images/TR0372.png,source=River;target=Kingfisher,1,medium,30,6,3
TR0373,train_images/TR0373.png,source=Beacon1;target=Aurora,5,hard,67,9,7
TR0374,train_images/TR0374.png,source=Lagoon;target=River,1,medium,22,4,3
TR0375,train_images/TR0375.png,source=Azure;target=Queens,3,hard,67,9,8
TR0376,train_images/TR0376.png,source=Grove;target=Xenia,2,medium,29,5,4
TR0377,train_images/TR0377.png,source=Beacon;target=Nova,1,medium,29,6,4
TR0378,train_images/TR0378.png,source=Zenith;target=Nova,1,medium,26,5,4
TR0379,train_images/TR0379.png,source=Delta;target=Aurora,2,medium,28,6,5
TR0380,train_images/TR0380.png,source=Park;target=Grove,1,medium,36,6,4
TR0381,train_images/TR0381.png,source=Jade;target=Elm,1,medium,27,5,4
TR0382,train_images/TR0382.png,source=Beacon;target=Forest,1,easy,6,2,1
TR0383,train_images/TR0383.png,source=Central;target=Elm,1,easy,7,2,1
TR0384,train_images/TR0384.png,source=Beacon;target=Central,0,easy,6,2,1
TR0385,train_images/TR0385.png,source=Grove;target=Iris,0,easy,9,3,2
TR0386,train_images/TR0386.png,source=Harbor;target=Aster,0,easy,9,3,2
TR0387,train_images/TR0387.png,source=Jade;target=Delta,2,easy,11,4,3
TR0388,train_images/TR0388.png,source=Forest;target=Aster,0,medium,29,5,4
TR0389,train_images/TR0389.png,source=Forest;target=Central,1,easy,9,3,2
TR0390,train_images/TR0390.png,source=Forest;target=Beacon,1,easy,8,3,2
TR0391,train_images/TR0391.png,source=Orchid;target=Delta,2,medium,25,5,4
TR0392,train_images/TR0392.png,source=Kingfisher;target=Ridge,2,hard,50,7,6
TR0393,train_images/TR0393.png,source=Orchid;target=Maple,1,medium,17,4,3
TR0394,train_images/TR0394.png,source=Yarrow;target=Azure,3,hard,62,9,8
TR0395,train_images/TR0395.png,source=Lagoon;target=Quartz,1,medium,22,4,3
TR0396,train_images/TR0396.png,source=River;target=Harbor,2,medium,23,5,4
TR0397,train_images/TR0397.png,source=Forest;target=Grove,0,easy,10,3,2
TR0398,train_images/TR0398.png,source=Elm;target=Central,0,easy,10,3,2
TR0399,train_images/TR0399.png,source=Hill;target=Forest,2,hard,50,6,6
TR0400,train_images/TR0400.png,source=Yarrow;target=Echo,1,medium,31,6,5
TR0401,train_images/TR0401.png,source=Willow;target=Iris,2,medium,33,6,5
TR0402,train_images/TR0402.png,source=Vale;target=Delta,2,medium,26,5,4
TR0403,train_images/TR0403.png,source=Park;target=Lagoon,2,medium,30,6,5
TR0404,train_images/TR0404.png,source=Echo;target=Vale,2,hard,47,6,5
TR0405,train_images/TR0405.png,source=Harbor;target=Elm,0,easy,8,2,1
TR0406,train_images/TR0406.png,source=Aster;target=Elm,0,easy,14,4,2
TR0407,train_images/TR0407.png,source=Beacon;target=Delta,0,easy,9,3,2
TR0408,train_images/TR0408.png,source=Harbor;target=Quartz,1,hard,40,6,5
TR0409,train_images/TR0409.png,source=Lagoon;target=Central,1,medium,30,6,5
TR0410,train_images/TR0410.png,source=Ember;target=Brook,3,hard,71,9,7
TR0411,train_images/TR0411.png,source=Beacon;target=Juniper,1,hard,46,6,5
TR0412,train_images/TR0412.png,source=Vista;target=Vale,2,hard,51,7,5
TR0413,train_images/TR0413.png,source=Delta;target=Elm,0,easy,9,3,2
TR0414,train_images/TR0414.png,source=Hill;target=York,3,hard,54,7,6
TR0415,train_images/TR0415.png,source=Central;target=Harbor,1,medium,22,4,3
TR0416,train_images/TR0416.png,source=Grove;target=Forest,0,easy,7,2,1
TR0417,train_images/TR0417.png,source=Dawn;target=Beacon,2,hard,47,6,4
TR0418,train_images/TR0418.png,source=Aster;target=Delta,1,easy,13,4,3
TR0419,train_images/TR0419.png,source=Cedar;target=Park,2,hard,46,6,4
TR0420,train_images/TR0420.png,source=Queens;target=Xenia,3,hard,55,7,5
TR0421,train_images/TR0421.png,source=Lagoon;target=Park,0,medium,21,4,3
TR0422,train_images/TR0422.png,source=Iris;target=River,2,medium,27,6,5
TR0423,train_images/TR0423.png,source=Jade;target=Iris,0,easy,10,3,2
TR0424,train_images/TR0424.png,source=Grove;target=Aurora,1,medium,28,5,3
TR0425,train_images/TR0425.png,source=Aster;target=Upland,3,hard,50,7,6
TR0426,train_images/TR0426.png,source=North;target=Orchid,3,hard,70,9,8
TR0427,train_images/TR0427.png,source=Vale;target=Elm,1,medium,23,4,3
TR0428,train_images/TR0428.png,source=Central;target=Zenith,1,medium,34,6,5
TR0429,train_images/TR0429.png,source=Grove;target=Elm,1,easy,11,3,1
TR0430,train_images/TR0430.png,source=Aster;target=Central,0,easy,5,2,1
TR0431,train_images/TR0431.png,source=Maple;target=Delta,1,medium,23,4,2
TR0432,train_images/TR0432.png,source=Elm;target=Summit,1,hard,58,8,6
TR0433,train_images/TR0433.png,source=Beacon;target=Jade,1,easy,10,3,2
TR0434,train_images/TR0434.png,source=Union;target=Harbor,1,medium,22,4,3
TR0435,train_images/TR0435.png,source=Grove;target=Forest,0,easy,7,2,1
TR0436,train_images/TR0436.png,source=Beacon;target=Iris,1,medium,22,4,3
TR0437,train_images/TR0437.png,source=Aster;target=Central,0,easy,8,3,2
TR0438,train_images/TR0438.png,source=Elm;target=Kingfisher,0,medium,25,5,4
TR0439,train_images/TR0439.png,source=Grove;target=Kingfisher,1,easy,12,4,2
TR0440,train_images/TR0440.png,source=Grove;target=Forest,0,easy,11,3,2
TR0441,train_images/TR0441.png,source=Park;target=Forest,2,medium,30,6,4
TR0442,train_images/TR0442.png,source=Iris;target=Jade,0,easy,13,4,2
TR0443,train_images/TR0443.png,source=Vale;target=Beacon,2,medium,31,6,5
TR0444,train_images/TR0444.png,source=Vista;target=Keystone,1,hard,48,6,5
TR0445,train_images/TR0445.png,source=Delta;target=Jade,1,medium,28,6,5
TR0446,train_images/TR0446.png,source=Kingfisher;target=Forest,0,easy,13,4,2
TR0447,train_images/TR0447.png,source=Lagoon;target=Vale,1,medium,25,5,4
TR0448,train_images/TR0448.png,source=Xenia;target=Grove,1,medium,25,5,3
TR0449,train_images/TR0449.png,source=Harbor;target=Grove,0,easy,8,3,2
TR0450,train_images/TR0450.png,source=Beacon;target=Grove,0,medium,21,4,3
TR0451,train_images/TR0451.png,source=Central;target=Beacon,0,easy,8,2,1
TR0452,train_images/TR0452.png,source=Delta;target=Aster,0,easy,15,4,3
TR0453,train_images/TR0453.png,source=Nova;target=Central,1,easy,14,4,3
TR0454,train_images/TR0454.png,source=Kingfisher;target=Lagoon,0,easy,12,4,3
TR0455,train_images/TR0455.png,source=Delta;target=Aster,1,easy,7,2,1
TR0456,train_images/TR0456.png,source=Dock;target=Canal,4,hard,59,8,7
TR0457,train_images/TR0457.png,source=Elm;target=Beacon,1,easy,11,3,2
TR0458,train_images/TR0458.png,source=Delta;target=Central,0,easy,11,3,2
TR0459,train_images/TR0459.png,source=Forest;target=Kingfisher,0,medium,30,6,3
TR0460,train_images/TR0460.png,source=Glade;target=Yarrow,3,hard,62,8,6
TR0461,train_images/TR0461.png,source=Iris;target=Forest,0,easy,13,4,3
TR0462,train_images/TR0462.png,source=Elm;target=Beacon,1,easy,8,3,2
TR0463,train_images/TR0463.png,source=Jetty;target=Garden,2,hard,76,9,7
TR0464,train_images/TR0464.png,source=Kingfisher;target=Beacon,1,easy,13,4,3
TR0465,train_images/TR0465.png,source=Iris;target=Summit,1,hard,45,6,5
TR0466,train_images/TR0466.png,source=Lagoon;target=Harbor,0,medium,29,5,4
TR0467,train_images/TR0467.png,source=Delta;target=Aster,0,easy,11,4,3
TR0468,train_images/TR0468.png,source=Central;target=Beacon,0,easy,5,2,1
TR0469,train_images/TR0469.png,source=Grove;target=Quartz,2,medium,18,4,3
TR0470,train_images/TR0470.png,source=Beacon;target=Dawn,1,medium,32,6,5
TR0471,train_images/TR0471.png,source=Quartz;target=Beacon,1,medium,22,4,2
TR0472,train_images/TR0472.png,source=Delta;target=Elm,0,easy,10,4,3
TR0473,train_images/TR0473.png,source=Jade;target=Beacon,1,medium,22,4,3
TR0474,train_images/TR0474.png,source=Iris;target=Central,1,easy,12,3,2
TR0475,train_images/TR0475.png,source=Juniper;target=Upland,3,hard,48,6,5
TR0476,train_images/TR0476.png,source=Delta;target=Central,1,easy,12,4,2
TR0477,train_images/TR0477.png,source=Harbor;target=Forest,1,medium,20,4,2
TR0478,train_images/TR0478.png,source=Central;target=Ridge,2,hard,59,8,8
TR0479,train_images/TR0479.png,source=Willow;target=Delta,1,medium,28,5,2
TR0480,train_images/TR0480.png,source=Maple;target=Ridge,2,hard,51,7,5
TR0481,train_images/TR0481.png,source=Delta;target=Grove,0,easy,8,2,1
TR0482,train_images/TR0482.png,source=Kingfisher;target=Elm,1,easy,12,4,3
TR0483,train_images/TR0483.png,source=Beacon;target=York,1,hard,50,7,6
TR0484,train_images/TR0484.png,source=Park;target=Elm,1,medium,27,5,3
TR0485,train_images/TR0485.png,source=Orchid;target=North,4,hard,48,6,5
TR0486,train_images/TR0486.png,source=Elm;target=Delta,0,easy,7,2,1
TR0487,train_images/TR0487.png,source=Aster;target=Summit,2,medium,23,4,3
TR0488,train_images/TR0488.png,source=Beacon1;target=Xenia,5,hard,70,9,7
TR0489,train_images/TR0489.png,source=Forest;target=Delta,0,easy,13,4,3
TR0490,train_images/TR0490.png,source=Beacon;target=Kingfisher,1,easy,11,3,1
TR0491,train_images/TR0491.png,source=Elm;target=Kingfisher,0,easy,13,4,3
TR0492,train_images/TR0492.png,source=Yarrow;target=Brook,2,hard,66,8,6
TR0493,train_images/TR0493.png,source=Vale;target=Aster,2,medium,23,5,4
TR0494,train_images/TR0494.png,source=Grove;target=Elm,1,easy,9,2,1
TR0495,train_images/TR0495.png,source=River;target=Forest,2,medium,22,4,3
TR0496,train_images/TR0496.png,source=Queens;target=Vale,2,hard,65,9,7
TR0497,train_images/TR0497.png,source=Beacon;target=Elm,0,easy,8,2,1
TR0498,train_images/TR0498.png,source=Park;target=River,1,medium,22,4,2
TR0499,train_images/TR0499.png,source=Aster;target=Orchid,2,medium,27,6,5
TR0500,train_images/TR0500.png,source=Forest;target=Central,1,easy,7,2,1
TR0501,train_images/TR0501.png,source=Maple;target=Falcon,2,medium,33,6,4
TR0502,train_images/TR0502.png,source=Union;target=Yarrow,0,medium,25,5,4
TR0503,train_images/TR0503.png,source=Cedar;target=Orchid,3,hard,61,8,6
TR0504,train_images/TR0504.png,source=Nova;target=Harbor,1,medium,21,5,3
TR0505,train_images/TR0505.png,source=Grove;target=Aster,0,medium,34,6,4
TR0506,train_images/TR0506.png,source=Central;target=Grove,1,easy,8,3,2
TR0507,train_images/TR0507.png,source=Union;target=Cedar,3,medium,32,6,4
TR0508,train_images/TR0508.png,source=Kingfisher;target=Orchid,2,medium,19,4,3
TR0509,train_images/TR0509.png,source=Iris;target=Summit,2,medium,22,4,3
TR0510,train_images/TR0510.png,source=Aster;target=Elm,0,easy,7,2,1
TR0511,train_images/TR0511.png,source=Forest;target=Hill,2,hard,55,7,6
TR0512,train_images/TR0512.png,source=Grove;target=River,2,medium,22,4,3
TR0513,train_images/TR0513.png,source=Elm;target=Beacon,0,easy,11,3,1
TR0514,train_images/TR0514.png,source=Pioneer;target=Union,2,hard,60,8,6
TR0515,train_images/TR0515.png,source=Grove;target=Central,1,easy,11,4,3
TR0516,train_images/TR0516.png,source=Iris;target=Elm,1,easy,9,3,2
TR0517,train_images/TR0517.png,source=Aster;target=Delta,0,easy,8,2,1
TR0518,train_images/TR0518.png,source=Willow;target=Upland,3,hard,56,7,6
TR0519,train_images/TR0519.png,source=Central;target=Harbor,1,easy,14,4,3
TR0520,train_images/TR0520.png,source=Harbor;target=Grove,0,easy,9,2,1
TR0521,train_images/TR0521.png,source=Forest;target=Knoll,2,hard,63,9,8
TR0522,train_images/TR0522.png,source=Beacon;target=Park,1,medium,23,4,3
TR0523,train_images/TR0523.png,source=Terrace;target=Delta,1,medium,22,4,3
TR0524,train_images/TR0524.png,source=Yarrow;target=Beacon,2,medium,28,5,4
TR0525,train_images/TR0525.png,source=Beacon;target=Delta,0,easy,9,2,1
TR0526,train_images/TR0526.png,source=Maple;target=Harbor,0,medium,17,4,3
TR0527,train_images/TR0527.png,source=Quartz;target=Jade,1,medium,28,5,4
TR0528,train_images/TR0528.png,source=Elm;target=Central,1,easy,5,2,1
TR0529,train_images/TR0529.png,source=Birch;target=Hill,3,hard,69,9,7
TR0530,train_images/TR0530.png,source=Jade;target=Harbor,2,medium,17,4,3
TR0531,train_images/TR0531.png,source=Beacon;target=Elm,1,easy,11,3,2
TR0532,train_images/TR0532.png,source=Iris;target=Lagoon,0,easy,12,4,3
TR0533,train_images/TR0533.png,source=Xenia;target=Iris,1,medium,28,5,3
TR0534,train_images/TR0534.png,source=Canal;target=Terrace,2,hard,70,9,6
TR0535,train_images/TR0535.png,source=Park;target=Forest,1,medium,21,4,3
TR0536,train_images/TR0536.png,source=Delta;target=Grove,0,easy,14,4,3
TR0537,train_images/TR0537.png,source=River;target=Central,2,medium,26,5,4
TR0538,train_images/TR0538.png,source=Forest;target=Aster,0,medium,24,4,3
TR0539,train_images/TR0539.png,source=Forest;target=Grove,0,easy,7,2,1
TR0540,train_images/TR0540.png,source=Maple;target=Aster,1,medium,26,6,5
TR0541,train_images/TR0541.png,source=Elm;target=Harbor,1,easy,8,2,1
TR0542,train_images/TR0542.png,source=Elm;target=Delta,1,easy,8,3,2
TR0543,train_images/TR0543.png,source=Jade;target=Forest,1,easy,13,4,3
TR0544,train_images/TR0544.png,source=Central;target=Aster,0,easy,13,4,3
TR0545,train_images/TR0545.png,source=Iris;target=Dawn,1,medium,32,6,4
TR0546,train_images/TR0546.png,source=Harbor;target=Central,1,easy,10,3,2
TR0547,train_images/TR0547.png,source=Elm;target=Grove,0,easy,7,2,1
TR0548,train_images/TR0548.png,source=Quartz;target=Jade,0,medium,23,4,2
TR0549,train_images/TR0549.png,source=Yarrow;target=Nova,2,medium,28,5,4
TR0550,train_images/TR0550.png,source=Beacon;target=Jade,2,easy,11,3,2
TR0551,train_images/TR0551.png,source=Vale;target=Beacon,1,medium,31,5,4
TR0552,train_images/TR0552.png,source=Central;target=Elm,0,easy,7,2,1
TR0553,train_images/TR0553.png,source=Elm;target=Forest,0,easy,13,4,3
TR0554,train_images/TR0554.png,source=Vista;target=Lotus,5,hard,64,9,7
TR0555,train_images/TR0555.png,source=Maple;target=Forest,1,easy,14,4,2
TR0556,train_images/TR0556.png,source=Elm;target=Grove,1,easy,9,2,1
TR0557,train_images/TR0557.png,source=Canal;target=Iris,2,hard,59,8,6
TR0558,train_images/TR0558.png,source=River;target=Beacon,2,medium,31,6,4
TR0559,train_images/TR0559.png,source=Aster;target=Beacon,0,easy,9,3,1
TR0560,train_images/TR0560.png,source=Kingfisher;target=Harbor,2,easy,13,4,2
TR0561,train_images/TR0561.png,source=Harbor;target=Maple,2,medium,20,4,3
TR0562,train_images/TR0562.png,source=Jade;target=Orchid,1,medium,26,5,4
TR0563,train_images/TR0563.png,source=Delta;target=Iris,1,medium,24,5,4
TR0564,train_images/TR0564.png,source=Aster;target=Iris,0,easy,11,3,2
TR0565,train_images/TR0565.png,source=Brook;target=Zenith,1,medium,31,6,4
TR0566,train_images/TR0566.png,source=Beacon;target=Harbor,0,easy,12,4,3
TR0567,train_images/TR0567.png,source=Elm;target=Harbor,1,easy,11,4,2
TR0568,train_images/TR0568.png,source=Lagoon;target=Union,2,medium,28,5,4
TR0569,train_images/TR0569.png,source=Dawn;target=Oak,2,hard,52,6,5
TR0570,train_images/TR0570.png,source=Harbor;target=Xenia,1,medium,32,6,5
TR0571,train_images/TR0571.png,source=Delta;target=Elm,0,easy,7,2,1
TR0572,train_images/TR0572.png,source=Kingfisher;target=Orchid,1,medium,22,4,3
TR0573,train_images/TR0573.png,source=Delta;target=Elm,0,easy,13,4,2
TR0574,train_images/TR0574.png,source=Park;target=Willow,2,hard,46,6,4
TR0575,train_images/TR0575.png,source=Terrace;target=Kingfisher,1,medium,23,5,4
TR0576,train_images/TR0576.png,source=Aster;target=Beacon,0,easy,7,2,1
TR0577,train_images/TR0577.png,source=Elm;target=Aster,0,easy,10,3,1
TR0578,train_images/TR0578.png,source=Aster;target=Elm,0,easy,7,2,1
TR0579,train_images/TR0579.png,source=Beacon;target=Terrace,2,medium,26,5,4
TR0580,train_images/TR0580.png,source=Brook;target=Jade,2,medium,28,6,5
TR0581,train_images/TR0581.png,source=Delta;target=Central,0,easy,7,2,1
TR0582,train_images/TR0582.png,source=Elm;target=Grove,1,easy,9,2,1
TR0583,train_images/TR0583.png,source=Quartz;target=Harbor,2,medium,27,5,4
TR0584,train_images/TR0584.png,source=Garden;target=Delta,3,hard,65,8,6
TR0585,train_images/TR0585.png,source=Harbor;target=Iris,0,easy,14,4,3
TR0586,train_images/TR0586.png,source=Forest;target=Central,1,easy,12,4,2
TR0587,train_images/TR0587.png,source=Aster;target=Elm,1,easy,10,3,2
TR0588,train_images/TR0588.png,source=Grove;target=Aster,0,easy,12,3,2
TR0589,train_images/TR0589.png,source=Beacon;target=Kingfisher,1,easy,12,4,2
TR0590,train_images/TR0590.png,source=Hill;target=Cedar,4,hard,53,7,6
TR0591,train_images/TR0591.png,source=Delta;target=Jade,1,easy,13,3,2
TR0592,train_images/TR0592.png,source=Oak;target=Park,3,hard,50,7,6
TR0593,train_images/TR0593.png,source=Iris;target=Vale,2,medium,25,5,3
TR0594,train_images/TR0594.png,source=River;target=Jade,2,medium,26,5,4
TR0595,train_images/TR0595.png,source=Elm;target=Iris,1,easy,10,3,2
TR0596,train_images/TR0596.png,source=Lagoon;target=Forest,2,medium,20,4,3
TR0597,train_images/TR0597.png,source=Aster;target=Jade,2,easy,13,4,3
TR0598,train_images/TR0598.png,source=Beacon;target=Union,1,medium,21,4,2
TR0599,train_images/TR0599.png,source=Aster;target=Forest,0,easy,7,2,1
TR0600,train_images/TR0600.png,source=Grove;target=Jade,1,medium,20,4,3
TR0601,train_images/TR0601.png,source=Nova;target=Forest,1,medium,33,6,4
TR0602,train_images/TR0602.png,source=Aster;target=Elm,0,easy,7,2,1
TR0603,train_images/TR0603.png,source=Hill;target=Beacon,3,hard,70,9,8
TR0604,train_images/TR0604.png,source=Central;target=Grove,0,easy,7,2,1
TR0605,train_images/TR0605.png,source=Aurora;target=Pioneer,4,hard,44,6,5
TR0606,train_images/TR0606.png,source=Nova;target=Jade,0,medium,24,5,3
TR0607,train_images/TR0607.png,source=Delta;target=Iris,1,easy,11,4,2
TR0608,train_images/TR0608.png,source=Harbor;target=Central,1,easy,9,3,2
TR0609,train_images/TR0609.png,source=Beacon;target=Grove,1,easy,14,4,3
TR0610,train_images/TR0610.png,source=Forest;target=Beacon,1,easy,10,3,1
TR0611,train_images/TR0611.png,source=Willow;target=Beacon,2,medium,24,5,4
TR0612,train_images/TR0612.png,source=West;target=Delta,1,hard,70,9,6
TR0613,train_images/TR0613.png,source=Pioneer;target=Grove,3,hard,55,7,5
TR0614,train_images/TR0614.png,source=Aster;target=Harbor,1,medium,24,5,4
TR0615,train_images/TR0615.png,source=Elm;target=Delta,0,easy,5,2,1
TR0616,train_images/TR0616.png,source=Maple;target=Upland,2,hard,61,8,7
TR0617,train_images/TR0617.png,source=Iris;target=Harbor,0,easy,13,4,3
TR0618,train_images/TR0618.png,source=Delta;target=Aster,0,easy,8,3,2
TR0619,train_images/TR0619.png,source=Orchid;target=Central,1,medium,23,5,4
TR0620,train_images/TR0620.png,source=Dawn;target=Delta,1,hard,48,6,5
TR0621,train_images/TR0621.png,source=Nova;target=River,0,medium,27,5,4
TR0622,train_images/TR0622.png,source=Grove;target=Beacon,0,medium,30,6,4
TR0623,train_images/TR0623.png,source=River;target=Terrace,1,medium,23,5,2
TR0624,train_images/TR0624.png,source=West;target=Iris,2,hard,64,8,7
TR0625,train_images/TR0625.png,source=Stone;target=Xenia,3,hard,69,9,7
TR0626,train_images/TR0626.png,source=Forest;target=Jade,0,easy,11,3,2
TR0627,train_images/TR0627.png,source=Grove;target=Elm,1,easy,7,2,1
TR0628,train_images/TR0628.png,source=Beacon;target=Jade,0,medium,22,4,3
TR0629,train_images/TR0629.png,source=Elm;target=Beacon,0,easy,10,3,2
TR0630,train_images/TR0630.png,source=Grove;target=Terrace,2,medium,26,5,4
TR0631,train_images/TR0631.png,source=Iris;target=Central,1,easy,13,4,3
TR0632,train_images/TR0632.png,source=Beacon;target=Nova,1,medium,23,4,3
TR0633,train_images/TR0633.png,source=Forest;target=Elm,0,easy,11,4,3
TR0634,train_images/TR0634.png,source=Elm;target=Lagoon,1,medium,20,4,3
TR0635,train_images/TR0635.png,source=Beacon;target=Aster,0,easy,14,4,2
TR0636,train_images/TR0636.png,source=Vale;target=West,4,hard,54,7,5
TR0637,train_images/TR0637.png,source=Beacon;target=Central,0,easy,10,3,2
TR0638,train_images/TR0638.png,source=Forest;target=Orchid,1,medium,21,4,2
TR0639,train_images/TR0639.png,source=Dock;target=Dawn,2,hard,73,9,7
TR0640,train_images/TR0640.png,source=Lagoon;target=Central,1,easy,14,4,2
TR0641,train_images/TR0641.png,source=Ember;target=Brook,3,hard,55,7,6
TR0642,train_images/TR0642.png,source=Kingfisher;target=Forest,1,medium,22,4,3
TR0643,train_images/TR0643.png,source=Beacon;target=Echo,0,medium,32,6,3
TR0644,train_images/TR0644.png,source=Aurora;target=Xenia,1,medium,29,6,5
TR0645,train_images/TR0645.png,source=Central;target=Yarrow,1,medium,26,5,4
TR0646,train_images/TR0646.png,source=Nova;target=Summit,2,medium,19,4,3
TR0647,train_images/TR0647.png,source=Harbor;target=Nova,2,medium,27,6,5
TR0648,train_images/TR0648.png,source=Quartz;target=Iris,2,medium,19,4,3
TR0649,train_images/TR0649.png,source=Azure;target=Terrace,1,hard,51,7,5
TR0650,train_images/TR0650.png,source=Kingfisher;target=Zenith,2,medium,33,6,5
TR0651,train_images/TR0651.png,source=Delta;target=Falcon,1,medium,34,6,3
TR0652,train_images/TR0652.png,source=Xenia;target=Grove,0,medium,25,5,4
TR0653,train_images/TR0653.png,source=Echo;target=Vale,1,medium,32,6,5
TR0654,train_images/TR0654.png,source=Elm;target=Jade,0,easy,13,4,3
TR0655,train_images/TR0655.png,source=Central;target=Orchid,2,medium,21,5,3
TR0656,train_images/TR0656.png,source=Iris;target=Lagoon,2,medium,20,4,3
TR0657,train_images/TR0657.png,source=Orchid;target=Aster,1,medium,22,4,3
TR0658,train_images/TR0658.png,source=Jade;target=Forest,2,easy,14,4,3
TR0659,train_images/TR0659.png,source=Lagoon;target=Liberty,3,hard,45,6,5
TR0660,train_images/TR0660.png,source=Dawn;target=Lagoon,2,hard,46,6,4
TR0661,train_images/TR0661.png,source=Aurora;target=Central,2,hard,51,7,6
TR0662,train_images/TR0662.png,source=Iris;target=Jade,1,easy,11,4,3
TR0663,train_images/TR0663.png,source=Willow;target=River,1,medium,26,5,4
TR0664,train_images/TR0664.png,source=Grove;target=Central,0,easy,13,4,3
TR0665,train_images/TR0665.png,source=Jade;target=Nova,1,medium,20,4,2
TR0666,train_images/TR0666.png,source=Elm;target=Beacon,0,easy,7,2,1
